CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn
9236,58,Female,40,30.21,One-Year,Fiber Optic,1208.4,Yes,No
776,51,Female,46,77.83,Month-to-Month,,0.0,Yes,Yes
152,43,Female,63,67.73,Two-Year,DSL,484.0,Yes,Yes
278,47,Male,10,63.58,One-Year,,112.56,No,No
834,39,Female,15,89.57,One-Year,,2336.84,Yes,Yes
652,56,Male,14,84.22,One-Year,DSL,1179.08,Yes,No
809,46,Female,6,72.97,Two-Year,,209.91,Yes,Yes
830,43,Male,1,105.44,Month-to-Month,,2400.06,Yes,Yes
834,34,Female,5,98.48,Month-to-Month,,1205.62,Yes,Yes
17,49,Female,3,54.97,Two-Year,DSL,1751.42,Yes,Yes
9103,35,Male,119,69.34,Two-Year,DSL,8251.46,Yes,No
21,45,Female,15,109.64,One-Year,DSL,0.0,No,Yes
491,49,Female,28,45.38,One-Year,DSL,684.67,Yes,Yes
94,29,Male,8,92.91,Month-to-Month,,342.39,No,Yes
833,54,Female,15,48.79,Month-to-Month,Fiber Optic,1002.51,Yes,Yes
169,42,Female,19,46.14,One-Year,DSL,876.66,No,Yes
9,45,Female,19,56.67,Two-Year,DSL,2492.28,Yes,Yes
9242,31,Male,75,59.12,One-Year,DSL,4434.0,Yes,No
9107,45,Female,97,42.0,Two-Year,DSL,4074.0,No,No
265,60,Female,7,80.96,Month-to-Month,Fiber Optic,2972.7,No,Yes
804,40,Male,11,32.51,Month-to-Month,,357.61,No,Yes
352,38,Female,1,72.0,Two-Year,DSL,0.0,Yes,Yes
463,38,Male,24,68.7,Month-to-Month,Fiber Optic,1648.8000000000002,No,Yes
793,55,Male,5,35.39,Month-to-Month,Fiber Optic,332.43,No,Yes
747,29,Male,13,89.57,Month-to-Month,,1209.23,No,Yes
9237,31,Female,93,37.75,Two-Year,DSL,3510.75,No,No
59,52,Female,41,67.02,Month-to-Month,Fiber Optic,1473.6,Yes,Yes
190,37,Male,4,55.79,Month-to-Month,,437.0,No,Yes
206,62,Female,36,67.01,Month-to-Month,Fiber Optic,2740.5,No,No
220,45,Male,52,114.42,Month-to-Month,,5949.84,No,Yes
368,45,Female,22,33.14,Two-Year,Fiber Optic,729.08,No,Yes
576,48,Male,13,60.69,Month-to-Month,DSL,4261.9,No,No
550,38,Male,8,89.08,Month-to-Month,DSL,712.64,Yes,Yes
139,52,Male,1,98.45,Two-Year,DSL,1048.32,No,Yes
360,49,Female,3,68.62,One-Year,DSL,2756.16,No,Yes
212,46,Female,68,61.09,Month-to-Month,DSL,63.53,Yes,No
352,59,Female,13,68.7,Month-to-Month,,893.1,No,Yes
279,48,Male,3,63.71,Two-Year,DSL,630.77,No,Yes
773,51,Male,5,90.65,Two-Year,DSL,453.25,Yes,Yes
12,33,Female,8,56.4,One-Year,DSL,2538.48,Yes,Yes
9254,26,Female,109,51.19,One-Year,DSL,5579.71,Yes,No
491,44,Female,64,81.92,Two-Year,DSL,5242.88,No,Yes
9000,67,Female,75,67.78,One-Year,DSL,5083.5,No,No
306,39,Male,37,52.76,One-Year,,629.76,No,Yes
499,36,Male,11,32.92,Month-to-Month,Fiber Optic,362.12,Yes,Yes
9312,37,Male,68,53.49,One-Year,,3637.32,Yes,No
211,50,Female,38,117.6,One-Year,Fiber Optic,4468.8,No,Yes
761,32,Male,5,78.98,Month-to-Month,Fiber Optic,2081.73,Yes,Yes
941,32,Female,4,35.12,One-Year,Fiber Optic,140.48,Yes,Yes
651,63,Male,14,89.55,One-Year,Fiber Optic,1253.7,Yes,No
228,34,Male,8,39.09,One-Year,Fiber Optic,312.72,Yes,Yes
366,40,Female,42,75.11,One-Year,DSL,3154.62,Yes,No
9160,33,Female,115,41.85,One-Year,DSL,4812.75,Yes,No
73,35,Male,23,35.63,Month-to-Month,Fiber Optic,579.0,No,Yes
277,46,Female,7,105.61,Month-to-Month,,739.27,No,Yes
707,36,Female,41,33.77,One-Year,DSL,1481.22,No,Yes
991,47,Female,9,108.47,Two-Year,,976.23,No,Yes
3,28,Male,46,101.3,Month-to-Month,Fiber Optic,1854.02,Yes,Yes
590,49,Female,27,85.76,One-Year,Fiber Optic,1486.72,Yes,Yes
1000,50,Male,1,56.67,Month-to-Month,,56.67,No,Yes
408,43,Female,0,106.33,One-Year,DSL,0.0,Yes,Yes
520,39,Female,2,82.82,One-Year,,461.88,Yes,Yes
42,30,Female,33,110.6,Two-Year,DSL,1521.0,No,Yes
539,32,Female,1,88.89,Two-Year,Fiber Optic,7562.29,Yes,Yes
419,50,Female,42,53.69,One-Year,Fiber Optic,260.64,Yes,Yes
488,49,Female,13,97.5,Month-to-Month,Fiber Optic,4272.2,No,Yes
875,48,Female,22,36.05,One-Year,,2010.78,Yes,Yes
828,54,Male,4,92.2,One-Year,,2847.95,Yes,Yes
845,46,Female,9,60.85,One-Year,Fiber Optic,547.65,No,Yes
8,52,Female,6,58.9,One-Year,,353.4,No,Yes
159,41,Male,9,45.14,One-Year,,118.47,Yes,Yes
925,26,Male,34,95.55,Month-to-Month,,1846.8,No,Yes
951,42,Female,29,31.46,Month-to-Month,Fiber Optic,1297.56,No,Yes
416,37,Male,14,94.44,Month-to-Month,,1322.16,No,Yes
860,50,Male,58,36.93,Two-Year,,682.99,Yes,Yes
671,37,Male,15,39.26,Two-Year,,612.9,Yes,Yes
966,59,Female,14,109.49,Two-Year,,1532.86,No,Yes
45,32,Female,13,42.34,Month-to-Month,DSL,624.54,Yes,Yes
9213,44,Male,48,40.14,Two-Year,DSL,1926.72,No,No
9285,29,Male,58,45.35,Two-Year,Fiber Optic,2630.3,Yes,No
200,33,Female,13,49.01,One-Year,Fiber Optic,637.13,Yes,No
738,34,Male,8,56.05,Two-Year,DSL,0.0,No,Yes
475,47,Male,1,37.66,Month-to-Month,,597.3,No,Yes
802,39,Female,2,37.34,Month-to-Month,,74.68,No,Yes
137,52,Male,8,107.6,One-Year,,267.69,Yes,Yes
466,44,Male,9,99.93,One-Year,,1033.27,Yes,Yes
284,32,Female,20,74.33,One-Year,Fiber Optic,1486.6,Yes,No
790,53,Female,6,82.48,Two-Year,,2405.52,Yes,Yes
232,47,Male,63,98.34,Two-Year,DSL,6195.42,No,Yes
180,31,Male,16,84.87,Month-to-Month,,1568.0,No,No
22,53,Female,29,41.34,Month-to-Month,Fiber Optic,1581.45,No,Yes
164,53,Male,4,50.82,Month-to-Month,Fiber Optic,191.55,Yes,Yes
97,47,Male,11,109.93,One-Year,,1209.23,No,Yes
289,37,Female,8,32.92,Month-to-Month,Fiber Optic,2807.05,No,Yes
108,53,Male,23,59.54,One-Year,Fiber Optic,750.6,Yes,Yes
574,43,Female,2,111.02,One-Year,Fiber Optic,2147.1,No,Yes
286,49,Male,26,104.96,Two-Year,Fiber Optic,290.48,No,Yes
9158,42,Male,113,51.38,Two-Year,,5805.94,No,No
607,27,Male,8,117.29,Month-to-Month,Fiber Optic,2947.88,Yes,No
9193,50,Male,76,52.14,One-Year,Fiber Optic,3962.64,Yes,No
780,40,Female,7,117.28,Month-to-Month,Fiber Optic,4533.92,Yes,Yes
488,29,Male,1,86.28,One-Year,Fiber Optic,0.0,No,Yes
9015,57,Male,31,57.81,One-Year,DSL,1792.11,No,No
105,43,Male,8,36.05,Month-to-Month,DSL,288.4,Yes,Yes
605,49,Female,14,90.81,Month-to-Month,Fiber Optic,375.15,No,Yes
9219,50,Male,97,27.11,Two-Year,DSL,2629.67,No,No
938,52,Female,1,112.02,Month-to-Month,DSL,112.02,Yes,Yes
832,49,Female,18,92.18,Month-to-Month,,455.4,No,Yes
108,49,Female,13,61.94,Month-to-Month,Fiber Optic,80.09,Yes,Yes
120,47,Male,13,68.7,Month-to-Month,,737.6,Yes,Yes
506,50,Female,3,109.76,Month-to-Month,Fiber Optic,1248.8,No,Yes
436,45,Female,12,117.13,Month-to-Month,Fiber Optic,1405.56,Yes,Yes
595,37,Male,7,63.43,One-Year,DSL,1961.56,No,Yes
745,50,Female,3,107.95,One-Year,Fiber Optic,323.85,No,Yes
227,45,Male,7,54.17,Two-Year,Fiber Optic,379.19,No,Yes
9232,51,Female,65,29.76,Two-Year,DSL,1934.4,No,No
9235,63,Female,100,47.84,One-Year,Fiber Optic,4784.0,Yes,No
844,46,Female,4,35.39,One-Year,DSL,0.0,Yes,Yes
9239,28,Male,119,59.69,Two-Year,,7103.11,Yes,No
698,32,Male,7,34.47,Two-Year,Fiber Optic,585.27,Yes,Yes
445,47,Male,31,41.3,Month-to-Month,Fiber Optic,455.4,Yes,Yes
150,29,Female,3,44.06,Month-to-Month,Fiber Optic,1961.56,Yes,Yes
210,45,Male,10,32.7,One-Year,,774.36,Yes,Yes
9283,30,Female,51,63.89,One-Year,DSL,3258.39,Yes,No
494,45,Male,44,69.58,Two-Year,,7914.04,No,Yes
373,39,Male,11,56.23,Month-to-Month,DSL,2121.24,Yes,Yes
605,44,Female,122,82.95,Month-to-Month,DSL,0.0,No,Yes
117,60,Male,33,78.72,One-Year,,1731.24,No,Yes
85,48,Male,4,54.83,Two-Year,DSL,297.7,Yes,Yes
9246,68,Female,90,67.79,Two-Year,DSL,6101.1,Yes,No
111,44,Female,18,85.54,Two-Year,,805.22,Yes,Yes
911,40,Male,74,74.07,One-Year,DSL,2800.24,Yes,Yes
254,47,Female,23,117.13,One-Year,Fiber Optic,1260.09,No,No
465,43,Male,3,40.79,Month-to-Month,,122.37,No,Yes
686,63,Female,50,93.67,Month-to-Month,Fiber Optic,288.4,No,Yes
335,39,Female,21,44.42,One-Year,,1894.9,Yes,Yes
623,63,Female,78,56.4,Month-to-Month,,543.18,Yes,Yes
699,47,Male,8,85.84,Month-to-Month,Fiber Optic,739.27,No,Yes
473,31,Male,24,52.71,One-Year,Fiber Optic,1094.55,No,Yes
9166,68,Male,40,51.42,One-Year,DSL,2056.8,No,No
517,72,Female,12,38.5,One-Year,Fiber Optic,3640.0,No,Yes
541,39,Male,32,70.41,Month-to-Month,Fiber Optic,1756.77,No,Yes
213,54,Female,37,106.26,One-Year,DSL,3931.62,No,Yes
13,47,Male,2,63.26,Two-Year,,126.52,No,Yes
9240,25,Female,40,51.2,Two-Year,Fiber Optic,2048.0,Yes,No
901,48,Male,56,32.31,One-Year,DSL,1809.36,Yes,No
423,42,Female,37,69.85,Month-to-Month,DSL,2584.45,Yes,Yes
888,41,Male,5,58.37,Two-Year,,291.85,No,Yes
760,43,Female,3,119.28,One-Year,,818.72,No,Yes
796,52,Female,4,61.61,Month-to-Month,Fiber Optic,1568.0,No,Yes
627,55,Male,49,33.61,Month-to-Month,,1464.15,No,Yes
50,57,Male,78,95.05,Month-to-Month,,2198.17,Yes,Yes
929,43,Female,5,56.76,One-Year,Fiber Optic,3234.35,No,Yes
742,32,Male,78,101.44,Two-Year,,7912.32,No,Yes
625,56,Female,5,52.2,Two-Year,Fiber Optic,1304.24,Yes,Yes
892,41,Female,1,56.23,Two-Year,Fiber Optic,2573.76,No,Yes
179,42,Male,27,54.63,Two-Year,Fiber Optic,0.0,No,Yes
564,43,Female,19,71.85,Month-to-Month,Fiber Optic,33.61,No,Yes
32,43,Female,26,41.41,One-Year,Fiber Optic,1770.61,Yes,No
380,37,Female,20,45.61,One-Year,Fiber Optic,3653.51,Yes,Yes
510,36,Female,75,117.28,One-Year,DSL,8796.0,No,Yes
645,42,Male,6,98.16,Month-to-Month,Fiber Optic,588.96,No,Yes
598,35,Male,21,68.56,Month-to-Month,DSL,1439.76,Yes,Yes
346,30,Male,60,67.11,One-Year,,118.47,Yes,Yes
9150,32,Female,29,39.98,Two-Year,DSL,1159.42,Yes,No
33,44,Female,0,85.26,Month-to-Month,Fiber Optic,4747.21,No,Yes
572,47,Female,8,50.39,Two-Year,,395.29,Yes,Yes
995,70,Female,31,80.71,Two-Year,Fiber Optic,160.16,Yes,Yes
445,60,Female,10,37.74,Month-to-Month,,571.22,Yes,Yes
519,45,Male,16,52.76,One-Year,DSL,844.16,Yes,No
9175,47,Male,57,43.39,Two-Year,DSL,2473.23,No,No
768,62,Male,19,52.77,Month-to-Month,Fiber Optic,1002.63,No,Yes
574,42,Female,8,36.31,Two-Year,Fiber Optic,290.48,No,Yes
9267,42,Female,55,47.42,Two-Year,Fiber Optic,2608.1,Yes,No
9041,42,Female,48,25.23,One-Year,DSL,1211.04,Yes,No
20,30,Male,7,45.29,Two-Year,DSL,4887.96,No,Yes
250,42,Female,12,119.75,Month-to-Month,DSL,1950.75,No,Yes
698,55,Female,0,57.22,Two-Year,DSL,900.66,No,Yes
404,53,Male,27,95.83,Two-Year,Fiber Optic,2639.93,Yes,Yes
207,32,Female,8,36.05,Two-Year,Fiber Optic,585.42,Yes,Yes
124,30,Female,9,31.29,Month-to-Month,Fiber Optic,281.61,Yes,Yes
654,38,Female,13,31.29,One-Year,,227.24,Yes,Yes
332,39,Female,38,84.75,Month-to-Month,DSL,207.62,Yes,Yes
221,68,Female,0,37.66,One-Year,,0.0,No,Yes
820,55,Male,41,60.69,One-Year,,2488.29,No,Yes
9245,26,Male,98,34.93,Two-Year,Fiber Optic,3423.14,No,No
359,48,Male,29,32.74,Month-to-Month,DSL,949.46,Yes,Yes
101,30,Male,3,104.29,Month-to-Month,DSL,312.87,Yes,Yes
666,37,Female,58,45.07,Month-to-Month,Fiber Optic,1330.7,No,Yes
552,43,Male,5,80.6,Month-to-Month,,403.0,No,Yes
327,41,Male,63,72.13,Month-to-Month,Fiber Optic,1181.18,Yes,Yes
962,32,Male,22,80.92,One-Year,Fiber Optic,2810.14,No,Yes
260,52,Male,62,86.16,One-Year,,5341.92,No,Yes
9094,45,Female,55,50.02,One-Year,Fiber Optic,2751.1,Yes,No
458,29,Male,14,89.28,One-Year,DSL,0.0,No,Yes
768,18,Female,44,40.68,Month-to-Month,Fiber Optic,387.66,Yes,Yes
251,44,Female,22,37.57,One-Year,,377.44,No,Yes
9288,47,Female,67,48.95,One-Year,,3279.65,Yes,No
13,60,Male,39,37.45,Month-to-Month,DSL,118.42,No,Yes
153,53,Female,3,63.5,One-Year,,1183.68,Yes,No
9272,60,Female,89,51.9,Two-Year,Fiber Optic,4619.1,No,No
421,60,Male,2,113.93,Month-to-Month,Fiber Optic,367.47,No,Yes
457,43,Male,6,58.25,One-Year,DSL,349.5,Yes,Yes
763,60,Male,6,86.16,One-Year,DSL,2418.45,No,Yes
382,39,Male,1,64.18,Two-Year,DSL,64.18,Yes,Yes
9122,46,Male,96,29.15,One-Year,DSL,2798.4,Yes,No
619,60,Female,10,57.58,Month-to-Month,,208.26,No,Yes
327,46,Female,23,43.9,One-Year,Fiber Optic,455.4,No,Yes
884,56,Female,60,57.58,One-Year,,1610.64,No,Yes
734,44,Female,21,105.53,One-Year,DSL,2584.45,No,Yes
106,49,Female,67,92.74,One-Year,DSL,675.96,Yes,Yes
663,44,Female,6,34.56,Month-to-Month,,207.36,No,Yes
9035,57,Female,94,32.85,Two-Year,DSL,3087.9,No,No
840,51,Male,6,89.28,Two-Year,Fiber Optic,560.64,Yes,Yes
575,37,Female,3,80.32,One-Year,DSL,2440.1,No,Yes
844,44,Female,4,71.21,Month-to-Month,,585.27,No,Yes
9034,27,Male,59,25.75,One-Year,,1519.25,Yes,No
303,27,Female,33,89.72,Month-to-Month,Fiber Optic,312.72,Yes,Yes
846,49,Female,50,42.11,Month-to-Month,Fiber Optic,2105.5,Yes,Yes
543,50,Female,28,114.04,Month-to-Month,Fiber Optic,3193.1200000000003,Yes,Yes
890,39,Male,1,92.97,Month-to-Month,,2336.84,Yes,Yes
607,39,Female,16,53.82,Month-to-Month,DSL,147.92,No,Yes
272,47,Female,37,104.31,Month-to-Month,Fiber Optic,1151.64,No,Yes
401,40,Female,34,48.95,Month-to-Month,Fiber Optic,778.14,No,Yes
104,51,Female,34,56.47,Month-to-Month,DSL,1521.0,No,Yes
57,29,Female,41,110.6,One-Year,Fiber Optic,649.18,Yes,Yes
9018,25,Male,109,64.92,One-Year,Fiber Optic,7076.28,Yes,No
9221,59,Female,84,36.71,Two-Year,DSL,3083.64,Yes,No
440,47,Male,1,53.37,Two-Year,DSL,60.18,Yes,Yes
9072,67,Female,56,54.32,One-Year,DSL,3041.92,Yes,No
968,40,Female,28,44.06,Two-Year,DSL,2350.95,Yes,Yes
291,43,Female,18,36.18,Month-to-Month,DSL,434.83,No,Yes
299,48,Female,6,48.4,Two-Year,Fiber Optic,1703.1,Yes,Yes
238,46,Male,0,56.94,Month-to-Month,,0.0,No,Yes
570,42,Female,8,38.09,Two-Year,DSL,1124.48,Yes,Yes
725,39,Male,6,43.22,Month-to-Month,Fiber Optic,2884.86,Yes,Yes
818,27,Male,10,62.33,One-Year,Fiber Optic,2125.44,Yes,No
151,31,Male,22,98.99,One-Year,Fiber Optic,75.66,No,Yes
164,36,Female,10,88.38,One-Year,,883.8,No,Yes
545,35,Female,6,104.84,One-Year,,356.16,Yes,Yes
253,66,Male,10,57.22,One-Year,DSL,572.2,Yes,Yes
619,45,Male,1,101.63,Two-Year,,1559.4,No,No
536,45,Male,6,62.44,Month-to-Month,,4090.0,No,Yes
931,39,Male,5,62.83,One-Year,DSL,314.15,No,Yes
284,35,Female,0,69.58,Month-to-Month,,37.4,Yes,Yes
81,67,Male,4,117.72,One-Year,Fiber Optic,1846.26,No,Yes
9113,58,Female,53,49.97,Two-Year,DSL,2648.41,Yes,No
9139,25,Female,43,35.91,One-Year,Fiber Optic,1544.13,No,No
799,52,Male,36,119.79,Two-Year,DSL,1432.8,Yes,Yes
776,45,Male,17,84.75,One-Year,,812.89,No,Yes
407,43,Female,29,113.62,Month-to-Month,Fiber Optic,807.8,No,Yes
28,35,Male,0,114.65,One-Year,,288.84,Yes,No
46,48,Male,2,35.58,Month-to-Month,Fiber Optic,492.05,No,Yes
678,62,Female,26,93.85,One-Year,,2440.1,No,Yes
42,46,Female,9,98.28,Two-Year,Fiber Optic,884.52,Yes,Yes
9046,54,Male,40,69.75,One-Year,Fiber Optic,2790.0,Yes,No
605,45,Male,17,106.45,One-Year,,3662.12,Yes,Yes
145,34,Female,63,36.67,Two-Year,DSL,2943.0,No,No
244,53,Female,29,35.63,Month-to-Month,Fiber Optic,1033.27,Yes,Yes
309,47,Female,20,83.48,Month-to-Month,Fiber Optic,2810.14,Yes,Yes
791,47,Female,26,41.34,Month-to-Month,Fiber Optic,559.44,Yes,Yes
370,42,Female,14,92.28,Month-to-Month,Fiber Optic,2698.24,Yes,Yes
262,44,Male,7,73.91,One-Year,,517.37,No,Yes
714,39,Male,25,90.88,Month-to-Month,Fiber Optic,33.61,Yes,Yes
835,44,Male,32,54.48,One-Year,Fiber Optic,1743.36,Yes,No
699,44,Female,1,53.37,One-Year,,1563.52,No,Yes
438,55,Female,7,38.31,One-Year,,868.16,No,Yes
267,47,Female,57,99.55,Month-to-Month,Fiber Optic,655.2,Yes,Yes
332,49,Male,32,50.6,Month-to-Month,DSL,1027.95,Yes,Yes
341,36,Male,67,112.87,Month-to-Month,Fiber Optic,7562.29,No,Yes
533,51,Female,22,64.29,Month-to-Month,DSL,377.28,No,Yes
749,38,Female,26,67.01,One-Year,,1742.2600000000002,No,Yes
843,39,Female,62,105.34,One-Year,,2035.75,Yes,Yes
481,43,Female,0,103.89,Month-to-Month,Fiber Optic,0.0,No,Yes
64,54,Female,2,42.34,Month-to-Month,Fiber Optic,441.36,Yes,Yes
9228,64,Male,100,63.3,One-Year,Fiber Optic,6330.0,Yes,No
770,49,Female,65,65.67,One-Year,,896.97,Yes,Yes
784,51,Female,57,50.36,Month-to-Month,Fiber Optic,2870.52,No,Yes
337,43,Male,0,63.5,One-Year,Fiber Optic,0.0,No,Yes
9031,28,Male,93,35.89,One-Year,Fiber Optic,3337.77,Yes,No
920,44,Male,0,89.23,One-Year,,185.94,Yes,Yes
9016,33,Female,64,66.17,Two-Year,DSL,4234.88,Yes,No
413,38,Female,6,95.83,One-Year,DSL,836.97,No,No
115,37,Male,40,73.06,One-Year,DSL,3060.12,No,Yes
815,32,Male,4,51.1,Two-Year,,629.76,Yes,Yes
247,40,Male,6,49.05,Month-to-Month,DSL,619.22,No,Yes
352,47,Female,41,39.26,Two-Year,Fiber Optic,1237.86,No,Yes
568,50,Male,12,77.49,One-Year,Fiber Optic,3304.4,No,Yes
207,52,Male,6,80.99,Month-to-Month,DSL,727.76,No,Yes
627,35,Female,33,100.5,One-Year,DSL,3316.5,Yes,Yes
348,30,Female,20,71.97,Month-to-Month,Fiber Optic,1439.4,No,Yes
661,54,Female,10,53.77,One-Year,Fiber Optic,1424.2,Yes,Yes
906,34,Male,21,52.9,Month-to-Month,DSL,531.63,Yes,Yes
980,52,Female,34,82.36,Month-to-Month,Fiber Optic,2800.24,No,Yes
9296,62,Female,91,54.27,Two-Year,Fiber Optic,4938.57,Yes,No
308,34,Female,7,97.24,Month-to-Month,,56.67,No,Yes
912,47,Female,27,78.72,Month-to-Month,Fiber Optic,2125.44,Yes,Yes
457,52,Male,16,104.79,Month-to-Month,Fiber Optic,2542.96,Yes,Yes
633,43,Female,28,91.92,One-Year,Fiber Optic,2573.76,Yes,No
9290,62,Male,31,32.03,Two-Year,DSL,992.93,No,No
446,51,Female,5,103.57,Month-to-Month,Fiber Optic,517.8499999999999,Yes,Yes
618,52,Male,68,118.05,Month-to-Month,Fiber Optic,8027.4,Yes,Yes
717,20,Female,10,104.29,Month-to-Month,Fiber Optic,107.82,No,Yes
51,46,Female,8,84.64,Two-Year,Fiber Optic,8045.02,No,No
699,35,Female,26,89.08,Month-to-Month,,2621.76,No,Yes
16,41,Female,18,86.28,Month-to-Month,DSL,441.36,No,Yes
9020,37,Male,38,29.99,Two-Year,,1139.62,Yes,No
9142,41,Male,86,55.67,One-Year,Fiber Optic,4787.62,Yes,No
63,36,Male,16,59.54,Two-Year,DSL,1548.75,Yes,Yes
354,43,Female,12,119.96,Month-to-Month,Fiber Optic,1439.52,No,Yes
614,33,Male,7,59.27,One-Year,DSL,414.89,Yes,Yes
776,40,Male,5,50.36,Month-to-Month,Fiber Optic,4551.69,Yes,Yes
471,52,Female,36,119.33,Month-to-Month,DSL,1373.4,No,Yes
338,41,Male,68,65.36,Two-Year,,7734.32,Yes,Yes
58,41,Female,41,75.64,Two-Year,Fiber Optic,3101.24,Yes,No
613,53,Female,3,75.0,One-Year,DSL,6389.04,No,Yes
9325,68,Male,95,54.29,Two-Year,Fiber Optic,5157.55,Yes,No
9189,36,Male,48,47.39,One-Year,DSL,2274.72,Yes,No
199,51,Female,6,80.06,Month-to-Month,Fiber Optic,3816.6,Yes,Yes
9148,57,Male,46,44.74,Two-Year,DSL,2058.04,No,No
735,39,Female,0,106.02,One-Year,DSL,425.58,Yes,Yes
465,24,Male,21,58.34,Two-Year,DSL,3931.62,Yes,Yes
753,50,Female,17,35.27,One-Year,,313.15,Yes,Yes
137,59,Male,8,44.08,Month-to-Month,DSL,2193.4,No,Yes
997,48,Male,53,49.61,Month-to-Month,,30.06,No,Yes
561,47,Female,4,61.92,Month-to-Month,DSL,247.68,Yes,Yes
708,62,Male,19,43.85,Month-to-Month,Fiber Optic,833.15,No,Yes
734,44,Female,2,112.92,Month-to-Month,Fiber Optic,927.68,Yes,Yes
425,51,Male,45,60.9,Month-to-Month,DSL,2740.5,No,Yes
360,59,Female,12,118.52,One-Year,Fiber Optic,7156.8,No,Yes
648,44,Female,25,65.38,Month-to-Month,,1634.5,No,Yes
73,44,Male,8,47.18,Month-to-Month,,377.44,No,Yes
701,31,Female,5,64.86,Two-Year,Fiber Optic,238.66,No,Yes
40,39,Male,10,50.82,Month-to-Month,DSL,3304.4,Yes,Yes
9230,43,Female,56,64.54,Two-Year,DSL,3614.24,No,No
285,32,Male,24,110.76,Month-to-Month,Fiber Optic,535.38,No,Yes
621,37,Female,27,95.55,Month-to-Month,,2579.85,No,Yes
94,56,Male,6,59.21,Two-Year,,377.44,No,Yes
554,47,Female,8,36.16,Month-to-Month,Fiber Optic,289.28,Yes,Yes
82,42,Female,64,51.74,One-Year,,1264.32,Yes,Yes
137,34,Female,10,56.63,Month-to-Month,Fiber Optic,1237.86,No,Yes
841,44,Female,14,51.04,One-Year,DSL,112.02,No,No
999,39,Male,68,65.67,One-Year,,4465.56,No,Yes
479,57,Male,20,60.9,One-Year,DSL,165.2,Yes,Yes
561,26,Female,26,65.57,One-Year,DSL,1872.21,Yes,Yes
9063,63,Female,24,67.97,One-Year,DSL,1631.28,No,No
9329,40,Female,53,45.27,Two-Year,,2399.31,Yes,No
9226,62,Female,111,36.37,One-Year,DSL,4037.07,Yes,No
441,48,Male,94,89.57,One-Year,Fiber Optic,8419.58,No,Yes
509,45,Male,14,53.37,Two-Year,Fiber Optic,747.18,Yes,No
982,48,Male,35,83.74,One-Year,,79.2,Yes,Yes
590,36,Male,56,114.09,Two-Year,Fiber Optic,6389.04,No,Yes
845,59,Female,6,84.08,One-Year,Fiber Optic,1567.28,No,Yes
650,51,Female,2,31.49,Two-Year,Fiber Optic,62.98,No,Yes
218,28,Male,2,41.79,One-Year,,107.82,No,No
752,42,Male,4,60.85,One-Year,,3950.46,Yes,Yes
338,46,Female,41,56.05,Month-to-Month,Fiber Optic,4859.82,No,Yes
469,39,Male,45,39.29,Month-to-Month,Fiber Optic,357.61,Yes,Yes
661,39,Female,26,113.38,Month-to-Month,Fiber Optic,2947.88,Yes,Yes
631,28,Female,32,84.32,Month-to-Month,,2698.24,No,Yes
168,66,Male,11,110.81,Two-Year,Fiber Optic,84.64,No,Yes
556,33,Female,3,59.82,Month-to-Month,Fiber Optic,341.74,No,Yes
483,28,Male,11,89.13,Month-to-Month,,980.43,No,Yes
460,38,Female,24,92.2,Two-Year,DSL,1809.65,No,Yes
812,66,Male,13,48.14,Two-Year,Fiber Optic,3234.35,No,Yes
522,52,Male,4,67.19,Month-to-Month,,2552.87,Yes,Yes
471,59,Female,3,47.15,Two-Year,DSL,2926.3,No,Yes
9339,59,Female,96,39.51,One-Year,DSL,3792.96,No,No
201,51,Male,0,97.57,Month-to-Month,DSL,2023.06,No,No
857,36,Female,24,94.09,Two-Year,DSL,2258.16,No,Yes
151,65,Male,10,48.4,One-Year,Fiber Optic,648.6,No,Yes
409,56,Male,24,102.76,Month-to-Month,Fiber Optic,2860.44,No,Yes
531,51,Male,26,72.0,One-Year,Fiber Optic,1872.0,Yes,No
181,33,Male,18,78.42,One-Year,Fiber Optic,506.28,No,Yes
50,27,Male,22,94.48,Month-to-Month,Fiber Optic,2078.56,Yes,Yes
859,39,Male,11,52.9,One-Year,DSL,581.9,Yes,Yes
926,42,Female,73,49.0,Month-to-Month,Fiber Optic,1044.6,No,Yes
636,51,Male,1,82.7,Month-to-Month,DSL,1894.9,Yes,No
720,44,Male,8,53.38,Month-to-Month,,427.04,No,Yes
248,40,Female,63,88.48,Month-to-Month,Fiber Optic,117.29,No,Yes
247,42,Female,13,41.71,One-Year,Fiber Optic,1373.4,Yes,No
959,41,Male,22,90.73,One-Year,DSL,11279.07,Yes,Yes
738,56,Female,26,55.92,Month-to-Month,Fiber Optic,105.0,Yes,Yes
729,38,Female,9,62.33,One-Year,DSL,90.12,Yes,Yes
723,18,Male,39,109.61,Month-to-Month,Fiber Optic,2853.5,Yes,Yes
987,62,Female,8,101.33,Month-to-Month,,579.0,No,Yes
966,36,Male,4,74.35,Month-to-Month,DSL,7914.04,Yes,Yes
97,41,Male,27,85.23,Two-Year,DSL,3729.0,Yes,Yes
886,27,Female,22,90.11,One-Year,,883.8,Yes,Yes
406,38,Female,6,105.44,Month-to-Month,,323.85,No,Yes
188,51,Female,6,68.56,Two-Year,,4132.8,No,Yes
9302,26,Female,49,67.82,Two-Year,DSL,3323.18,Yes,No
